ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
KEGG_PANCREATIC_CANCER	KEGG_PANCREATIC_CANCER	1/21	66/11635	0.112694177405132	0.201357978745935	0.157004271926655	MAPK9	1
WP_RAC1PAK1P38MMP2_PATHWAY	WP_RAC1PAK1P38MMP2_PATHWAY	1/21	66/11635	0.112694177405132	0.201357978745935	0.157004271926655	MAPK9	1
PID_CDC42_PATHWAY	PID_CDC42_PATHWAY	1/21	67/11635	0.114304811191501	0.202638679589481	0.158002869075619	MAPK9	1
REACTOME_CIRCADIAN_CLOCK	REACTOME_CIRCADIAN_CLOCK	1/21	68/11635	0.115912660341308	0.202638679589481	0.158002869075619	RAI1	1
WP_NONGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3	WP_NONGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3	1/21	68/11635	0.115912660341308	0.202638679589481	0.158002869075619	MAPK9	1
KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION	1/21	69/11635	0.117517729428611	0.203977201793947	0.159046551106391	PTPRF	1
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	1/21	71/11635	0.12071954567634	0.205138808387067	0.159952287241378	MAPK9	1
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	1/21	71/11635	0.12071954567634	0.205138808387067	0.159952287241378	SQSTM1	1
WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS	WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS	1/21	71/11635	0.12071954567634	0.205138808387067	0.159952287241378	SYNPO	1
REACTOME_SELECTIVE_AUTOPHAGY	REACTOME_SELECTIVE_AUTOPHAGY	1/21	72/11635	0.122316301949325	0.206234260421517	0.160806440874477	SQSTM1	1
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	2/21	338/11635	0.123139462797738	0.206234260421517	0.160806440874477	ALDH18A1/PHYKPL	2
WP_PROLACTIN_SIGNALING_PATHWAY	WP_PROLACTIN_SIGNALING_PATHWAY	1/21	73/11635	0.123910296384944	0.206234260421517	0.160806440874477	MAPK9	1
PID_REG_GR_PATHWAY	PID_REG_GR_PATHWAY	1/21	75/11635	0.127090017891286	0.207267613071024	0.161612173934521	MAPK9	1
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	1/21	75/11635	0.127090017891286	0.207267613071024	0.161612173934521	ST6GAL1	1
WP_REGULATORY_CIRCUITS_OF_THE_STAT3_SIGNALING_PATHWAY	WP_REGULATORY_CIRCUITS_OF_THE_STAT3_SIGNALING_PATHWAY	1/21	75/11635	0.127090017891286	0.207267613071024	0.161612173934521	MAPK9	1
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	1/21	78/11635	0.131838999605289	0.212164747709174	0.16543060250228	SLC22A4	1
WP_ALLOGRAFT_REJECTION	WP_ALLOGRAFT_REJECTION	1/21	78/11635	0.131838999605289	0.212164747709174	0.16543060250228	C3	1
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	1/21	79/11635	0.133416518079659	0.213210987559616	0.166246384062079	MAPK9	1
BIOCARTA_MAPK_PATHWAY	BIOCARTA_MAPK_PATHWAY	1/21	80/11635	0.1349913063386	0.213210987559616	0.166246384062079	MAPK9	1
WP_AMINO_ACID_METABOLISM	WP_AMINO_ACID_METABOLISM	1/21	81/11635	0.136563368871434	0.213210987559616	0.166246384062079	ALDH18A1	1
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	1/21	82/11635	0.138132710160485	0.213210987559616	0.166246384062079	PTPRF	1
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1/21	83/11635	0.139699334681097	0.213210987559616	0.166246384062079	MAPK9	1
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY	WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY	1/21	83/11635	0.139699334681097	0.213210987559616	0.166246384062079	MAPK9	1
WP_PANCREATIC_ADENOCARCINOMA_PATHWAY	WP_PANCREATIC_ADENOCARCINOMA_PATHWAY	1/21	83/11635	0.139699334681097	0.213210987559616	0.166246384062079	MAPK9	1
KEGG_ERBB_SIGNALING_PATHWAY	KEGG_ERBB_SIGNALING_PATHWAY	1/21	84/11635	0.141263246901639	0.213210987559616	0.166246384062079	MAPK9	1
WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME	WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME	1/21	84/11635	0.141263246901639	0.213210987559616	0.166246384062079	SQSTM1	1
WP_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY	WP_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY	1/21	84/11635	0.141263246901639	0.213210987559616	0.166246384062079	MAPK9	1
WP_TCELL_ANTIGEN_RECEPTOR_TCR_SIGNALING_PATHWAY	WP_TCELL_ANTIGEN_RECEPTOR_TCR_SIGNALING_PATHWAY	1/21	85/11635	0.142824451283516	0.214236676925274	0.167046141852066	MAPK9	1
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	1/21	87/11635	0.145938754342148	0.214927983667527	0.167585172450314	MAPK9	1
WP_ERBB_SIGNALING_PATHWAY	WP_ERBB_SIGNALING_PATHWAY	1/21	87/11635	0.145938754342148	0.214927983667527	0.167585172450314	MAPK9	1
WP_TNF_ALPHA_SIGNALING_PATHWAY	WP_TNF_ALPHA_SIGNALING_PATHWAY	1/21	87/11635	0.145938754342148	0.214927983667527	0.167585172450314	MAPK9	1
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	1/21	89/11635	0.149042279409369	0.218176348773956	0.170118010739927	SQSTM1	1
KEGG_GNRH_SIGNALING_PATHWAY	KEGG_GNRH_SIGNALING_PATHWAY	1/21	90/11635	0.150590011276025	0.219121992455533	0.170855354741156	MAPK9	1
REACTOME_NEURONAL_SYSTEM	REACTOME_NEURONAL_SYSTEM	2/21	386/11635	0.152710331476975	0.220884586600624	0.172229697154483	PTPRF/SLC38A1	2
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	1/21	92/11635	0.153677435774646	0.220968147297273	0.17229485169378	MAPK9	1
WP_HUMAN_COMPLEMENT_SYSTEM	WP_HUMAN_COMPLEMENT_SYSTEM	1/21	93/11635	0.155217137225633	0.221869202034287	0.172997428486773	C3	1
REACTOME_INTERLEUKIN_1_SIGNALING	REACTOME_INTERLEUKIN_1_SIGNALING	1/21	95/11635	0.158288540526954	0.223628577604941	0.174369261290402	SQSTM1	1
WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1/21	95/11635	0.158288540526954	0.223628577604941	0.174369261290402	MAPK9	1
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	1/21	96/11635	0.159820251155111	0.224045037639563	0.174693986463597	MAPK9	1
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	1/21	97/11635	0.161349306942072	0.224045037639563	0.174693986463597	C3	1
WP_WNT_SIGNALING_PATHWAY_AND_PLURIPOTENCY	WP_WNT_SIGNALING_PATHWAY_AND_PLURIPOTENCY	1/21	97/11635	0.161349306942072	0.224045037639563	0.174693986463597	MAPK9	1
WP_SENESCENCE_AND_AUTOPHAGY_IN_CANCER	WP_SENESCENCE_AND_AUTOPHAGY_IN_CANCER	1/21	98/11635	0.162875712259651	0.224879534540313	0.175344666308236	SQSTM1	1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	1/21	101/11635	0.167439069011968	0.227773426260185	0.177601112093712	MAPK9	1
PID_ERBB1_DOWNSTREAM_PATHWAY	PID_ERBB1_DOWNSTREAM_PATHWAY	1/21	101/11635	0.167439069011968	0.227773426260185	0.177601112093712	MAPK9	1
WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK	WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK	1/21	102/11635	0.168954916033882	0.227773426260185	0.177601112093712	MSH3	1
REACTOME_O_LINKED_GLYCOSYLATION	REACTOME_O_LINKED_GLYCOSYLATION	1/21	103/11635	0.170468134343367	0.227773426260185	0.177601112093712	ST6GAL1	1
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	1/21	103/11635	0.170468134343367	0.227773426260185	0.177601112093712	SLC38A1	1
REACTOME_SIGNALING_BY_INTERLEUKINS	REACTOME_SIGNALING_BY_INTERLEUKINS	2/21	414/11635	0.17059573489446	0.227773426260185	0.177601112093712	MAPK9/SQSTM1	2
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	1/21	105/11635	0.173486702142444	0.230367588090786	0.179623850363186	MAPK9	1
WP_WNT_SIGNALING	WP_WNT_SIGNALING	1/21	106/11635	0.174992060273841	0.23110364481817	0.180197773737364	MAPK9	1
WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT	WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT	1/21	107/11635	0.176494806976439	0.231828314028511	0.180762817955954	MAPK9	1
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1/21	108/11635	0.177994946554292	0.232541785014478	0.181319130615578	ALDH18A1	1
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	1/21	110/11635	0.180987421518391	0.232698113380789	0.181441024078588	C3	1
WP_GASTRIN_SIGNALING_PATHWAY	WP_GASTRIN_SIGNALING_PATHWAY	1/21	110/11635	0.180987421518391	0.232698113380789	0.181441024078588	MAPK9	1
WP_OSTEOBLAST_DIFFERENTIATION	WP_OSTEOBLAST_DIFFERENTIATION	1/21	110/11635	0.180987421518391	0.232698113380789	0.181441024078588	MAPK9	1
REACTOME_L1CAM_INTERACTIONS	REACTOME_L1CAM_INTERACTIONS	1/21	114/11635	0.18694127458327	0.239088051177551	0.186423431717389	CD24	1
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	1/21	116/11635	0.189902720959581	0.241603985304597	0.188385173726782	C3	1
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	1/21	120/11635	0.195794823290069	0.247802823226493	0.1932185756152	MAPK9	1
KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS	1/21	121/11635	0.197261458870695	0.248365463759476	0.193657281683802	PTPRF	1
PID_PDGFRB_PATHWAY	PID_PDGFRB_PATHWAY	1/21	125/11635	0.203102567511223	0.251557410241554	0.196146128843317	MAPK9	1
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	1/21	125/11635	0.203102567511223	0.251557410241554	0.196146128843317	MAPK9	1
WP_ANGIOPOIETIN_LIKE_PROTEIN_8_REGULATORY_PATHWAY	WP_ANGIOPOIETIN_LIKE_PROTEIN_8_REGULATORY_PATHWAY	1/21	125/11635	0.203102567511223	0.251557410241554	0.196146128843317	MAPK9	1
HALLMARK_COAGULATION	HALLMARK_COAGULATION	1/21	126/11635	0.204556507222974	0.251557410241554	0.196146128843317	C3	1
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	1/21	127/11635	0.206007920321273	0.251557410241554	0.196146128843317	SQSTM1	1
WP_TGFBETA_SIGNALING_PATHWAY	WP_TGFBETA_SIGNALING_PATHWAY	1/21	127/11635	0.206007920321273	0.251557410241554	0.196146128843317	MAPK9	1
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	1/21	128/11635	0.207456810977621	0.252060025337809	0.196538031452483	PHYKPL	1
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	1/21	130/11635	0.21034704161786	0.254300154791742	0.198284721085179	CXXC5	1
REACTOME_DEATH_RECEPTOR_SIGNALLING	REACTOME_DEATH_RECEPTOR_SIGNALLING	1/21	132/11635	0.213227232385382	0.256506027077465	0.200004699475606	SQSTM1	1
WP_NONALCOHOLIC_FATTY_LIVER_DISEASE	WP_NONALCOHOLIC_FATTY_LIVER_DISEASE	1/21	134/11635	0.216097416417934	0.257410157791951	0.20070967469158	MAPK9	1
WP_NRF2_PATHWAY	WP_NRF2_PATHWAY	1/21	134/11635	0.216097416417934	0.257410157791951	0.20070967469158	SQSTM1	1
WP_HEPATITIS_B_INFECTION	WP_HEPATITIS_B_INFECTION	1/21	135/11635	0.217528766235795	0.257851171684382	0.201053545173007	MAPK9	1
REACTOME_AUTOPHAGY	REACTOME_AUTOPHAGY	1/21	136/11635	0.218957626749626	0.258284967476501	0.201391787506043	SQSTM1	1
REACTOME_SARS_COV_INFECTIONS	REACTOME_SARS_COV_INFECTIONS	1/21	141/11635	0.226064733492374	0.265380339317135	0.206924241182951	ST6GAL1	1
KEGG_WNT_SIGNALING_PATHWAY	KEGG_WNT_SIGNALING_PATHWAY	1/21	144/11635	0.230299388139848	0.269051689028764	0.209786892030226	MAPK9	1
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	1/21	145/11635	0.231706029237147	0.269399833036491	0.210058349346192	SQSTM1	1
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	1/21	146/11635	0.233110221873006	0.269741828167335	0.210325012216246	MAPK9	1
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	1/21	150/11635	0.238702588690076	0.274903929154921	0.214350042226059	SQSTM1	1
WP_EGFEGFR_SIGNALING_PATHWAY	WP_EGFEGFR_SIGNALING_PATHWAY	1/21	158/11635	0.249771021072204	0.286294142078045	0.223231299865922	MAPK9	1
WP_VITAMIN_D_RECEPTOR_PATHWAY	WP_VITAMIN_D_RECEPTOR_PATHWAY	1/21	163/11635	0.256610781233443	0.29275314478745	0.22826755928846	EFNA5	1
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	1/21	165/11635	0.259330021878763	0.294472875310932	0.229608479774606	C3	1
REACTOME_CELLULAR_SENESCENCE	REACTOME_CELLULAR_SENESCENCE	1/21	170/11635	0.266086740275776	0.3007398971489	0.234495046509864	MAPK9	1
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	1/21	172/11635	0.268772956494598	0.300976167871831	0.23467927319441	SYNPO	1
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	1/21	172/11635	0.268772956494598	0.300976167871831	0.23467927319441	ST6GAL1	1
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	1/21	184/11635	0.284694664092739	0.317343134745576	0.247441040737291	SQSTM1	1
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	1/21	186/11635	0.287315971038314	0.318735120903692	0.248526410061358	ST6GAL1	1
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	1/21	189/11635	0.291230784310861	0.318735120903692	0.248526410061358	C3	1
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	1/21	189/11635	0.291230784310861	0.318735120903692	0.248526410061358	SQSTM1	1
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	1/21	190/11635	0.29253116466465	0.318735120903692	0.248526410061358	C3	1
KEGG_FOCAL_ADHESION	KEGG_FOCAL_ADHESION	1/21	191/11635	0.293829272619394	0.318735120903692	0.248526410061358	MAPK9	1
REACTOME_ESR_MEDIATED_SIGNALING	REACTOME_ESR_MEDIATED_SIGNALING	1/21	192/11635	0.295125111947863	0.318735120903692	0.248526410061358	CXXC5	1
WP_FOCAL_ADHESION	WP_FOCAL_ADHESION	1/21	192/11635	0.295125111947863	0.318735120903692	0.248526410061358	MAPK9	1
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	1/21	194/11635	0.29770999978739	0.320104114815645	0.249593851708105	SNX10	1
REACTOME_LEISHMANIA_INFECTION	REACTOME_LEISHMANIA_INFECTION	1/21	217/11635	0.326794706323439	0.349828694434342	0.272770911839643	C3	1
WP_MAPK_SIGNALING_PATHWAY	WP_MAPK_SIGNALING_PATHWAY	1/21	235/11635	0.348752661755075	0.371696915817909	0.289822156583165	MAPK9	1
WP_IL18_SIGNALING_PATHWAY	WP_IL18_SIGNALING_PATHWAY	1/21	249/11635	0.36535771703944	0.387571859955574	0.302200280667114	MAPK9	1
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	1/21	251/11635	0.367696691527478	0.387571859955574	0.302200280667114	C3	1
KEGG_MAPK_SIGNALING_PATHWAY	KEGG_MAPK_SIGNALING_PATHWAY	1/21	253/11635	0.3700274547724	0.387571859955574	0.302200280667114	MAPK9	1
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	1/21	253/11635	0.3700274547724	0.387571859955574	0.302200280667114	SLC38A1	1
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	1/21	265/11635	0.38384112593156	0.400314993997293	0.312136447561242	CXXC5	1
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	1/21	271/11635	0.390639308938909	0.405663897744252	0.316307132744056	C3	1
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	1/21	279/11635	0.399592498891101	0.413195647789521	0.322179842331011	PHYKPL	1
WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY	WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY	1/21	282/11635	0.402917532874478	0.414759164354954	0.323398958561368	EFNA5	1
REACTOME_DNA_REPAIR	REACTOME_DNA_REPAIR	1/21	284/11635	0.405124471377985	0.414759164354954	0.323398958561368	MSH3	1
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	1/21	285/11635	0.406225025170696	0.414759164354954	0.323398958561368	ST6GAL1	1
WP_NUCLEAR_RECEPTORS_METAPATHWAY	WP_NUCLEAR_RECEPTORS_METAPATHWAY	1/21	291/11635	0.412787736042599	0.41969631739896	0.327248590564491	SQSTM1	1
WP_PI3KAKT_SIGNALING_PATHWAY	WP_PI3KAKT_SIGNALING_PATHWAY	1/21	303/11635	0.425706499000792	0.431027830238302	0.33608407815852	EFNA5	1
REACTOME_GPCR_LIGAND_BINDING	REACTOME_GPCR_LIGAND_BINDING	1/21	366/11635	0.489208187602244	0.493268006586495	0.384614430086936	C3	1
WP_VEGFAVEGFR2_SIGNALING_PATHWAY	WP_VEGFAVEGFR2_SIGNALING_PATHWAY	1/21	416/11635	0.534786867298483	0.536996730386493	0.418710900886154	MAPK9	1
REACTOME_NEUTROPHIL_DEGRANULATION	REACTOME_NEUTROPHIL_DEGRANULATION	1/21	437/11635	0.552751059585092	0.552751059585092	0.430994978233989	C3	1
