avg_log2FC	pct.1	pct.2	Gene
0.0532096957441343	0.352	0.267	POT1
0.0259578968528069	0.391	0.319	ZNF800
0.0405088452840949	0.379	0.299	GCC1
0.0309047268911879	0.246	0.186	ARF5
-0.0195406015309062	0.074	0.075	FSCN3
-0.00233368441238928	0.033	0.028	PAX4
0.108843144046152	0.792	0.694	SND1
-0.0795826685681052	0.067	0.108	LRRC4
-0.0137043610898463	0.057	0.053	LEP
-0.0207597807233274	0.214	0.187	RBM28
-0.0442645372842451	0.091	0.103	PRRT4
0.0142968279579904	0.342	0.28	IMPDH1
0.0173913754788293	0.032	0.013	AC010655.1
0.370568816514484	0.436	0.174	HILPDA
0.0670178942443	0.212	0.136	METTL2B
-0.00582963346693135	0.034	0.032	FAM71F2
-0.00565196837260496	0.033	0.031	AC018638.1
-0.00537740300856027	0.064	0.054	FAM71F1
0.0497874915310664	0.286	0.211	CALU
0.000289713504280267	0.023	0.018	OPN1SW
-0.0873465771205846	0.143	0.171	CCDC136
0.025780386437892	0.276	0.211	FLNC
0.123733542394473	0.545	0.422	KCP
0.0224633019197376	0.261	0.207	ATP6V1F
-0.0114707458641775	0.109	0.098	RP11-309L24.4
-0.0621756656904394	0.249	0.237	IRF5
0.0762711954019638	0.389	0.289	TNPO3
-0.00276412093037013	0.024	0.022	RP11-286H14.4
-0.044072165483785	0.236	0.223	TSPAN33
0.0149975304136297	0.207	0.162	SMO
0.112983830411256	0.602	0.477	AHCYL2
-0.0185130262302104	0.241	0.211	STRIP2
0.014860255691569	0.16	0.12	SMKR1
-0.00658526430831996	0.426	0.365	NRF1
0.249901001956275	0.626	0.452	UBE2H
0.162757803141486	0.272	0.131	ZC3HC1
0.109791972399213	0.395	0.278	KLHDC10
0.0282315084623827	0.192	0.143	TMEM209
0.000896311415934714	0.032	0.027	SSMEM1
0.0150825547250498	0.1	0.07	CPA2
0.000585734684584019	0.097	0.073	CPA4
0.0805093491350101	0.238	0.142	CPA5
-0.0192740560967488	0.051	0.053	CPA1
-0.0237165460614924	0.246	0.219	CEP41
-0.0213375991545361	0.121	0.111	MEST
0.0507971409632229	0.401	0.306	COPG2
0.021805865518057	0.181	0.135	TSGA13
-0.00200914331905104	0.036	0.03	KLF14
0.134846749608263	0.741	0.624	MKLN1
0.0637119933289434	0.444	0.323	PODXL
0.044529099440529	0.524	0.428	CHCHD3
0.019014931526965	0.306	0.235	LRGUK
-0.00741478648220761	0.294	0.251	SLC35B4
-0.0551363505196901	0.27	0.25	AKR1B1
0.0164957640456085	0.066	0.041	AKR1B10
0.0520033043150069	0.158	0.098	AKR1B15
-0.000249669115310602	0.315	0.261	BPGM
0.384370840799799	0.614	0.331	CALD1
0.189130061161448	0.468	0.304	AGBL3
0.350601573165299	0.673	0.46	C7orf49
0.186735832597213	0.414	0.255	TMEM140
0.274152486414931	0.578	0.387	WDR91
0.130882546436992	0.253	0.132	STRA8
0.0315505446184753	0.445	0.363	CNOT4
-0.020694387122877	0.244	0.215	NUP205
-0.00602284183326629	0.275	0.23	C7orf73
-0.0191029620896484	0.159	0.138	SLC13A4
-0.00281728284321246	0.072	0.057	FAM180A
-0.0116859631596814	0.272	0.234	MTPN
0.00624468518116961	0.014	0.007	LUZP6
-0.00800718823110946	0.153	0.13	CHRM2
0.0474137518812191	0.192	0.129	PTN
-0.0130990032578876	0.469	0.39	DGKI
-0.00105697547139627	0.004	0.004	AC090498.1
-0.0218589443199002	0.615	0.543	CREB3L2
0.0821879361214815	0.492	0.383	AKR1D1
0.00998817444780931	0.477	0.404	TRIM24
-0.0191159426885801	0.184	0.157	SVOPL
-0.102321830192514	0.287	0.272	ATP6V0A4
0.0091795475015988	0.162	0.124	TMEM213
0.237506146290501	0.59	0.388	KIAA1549
0.138385766313578	0.237	0.109	ZC3HAV1L
-0.191178839280685	0.386	0.403	ZC3HAV1
0.00327007736248178	0.174	0.143	TTC26
0.0603257032702758	0.358	0.27	UBN2
0.0778762985215898	0.434	0.338	FMC1
0.0973097895893995	0.652	0.549	LUC7L2
0.0973688032448771	0.65	0.547	C7orf55-LUC7L2
0.0137624877750046	0.158	0.121	KLRG2
-0.0210786393515874	0.089	0.086	CLEC2L
0.823194539743471	0.911	0.651	HIPK2
-0.0678491912017358	0.666	0.593	TBXAS1
0.00619820371543728	0.329	0.274	PARP12
-0.00178072485510805	0.449	0.39	KDM7A
0.0571746896420305	0.496	0.398	SLC37A3
0.0834286628805013	0.184	0.1	RAB19
0.0531712847144605	0.321	0.237	MKRN1
0.0826671207253599	0.601	0.476	DENND2A
0.00626105399534854	0.291	0.24	ADCK2
0.00854308972538415	0.307	0.254	NDUFB2
0.0893051102565738	0.465	0.353	BRAF
0.0952004479341294	0.288	0.186	MRPS33
0.230358006006457	0.598	0.407	TMEM178B
-0.0153791115059244	0.28	0.239	AGK
-0.0116622410348494	0.323	0.277	KIAA1147
-0.0115969431409165	0.044	0.044	WEE2
0.0121423702294272	0.257	0.206	SSBP1
0.000224231786670618	0.009	0.008	TAS2R3
-0.000430990974670737	0.009	0.008	TAS2R4
-0.0013746544692741	0.01	0.01	TAS2R5
0.000641567622753723	0.018	0.014	PRSS37
0.0787117282680801	0.42	0.312	MGAM
-0.00117505611474038	0.007	0.007	OR9A4
-0.0505839632497326	0.038	0.064	CLEC5A
0.00117857015922742	0.014	0.011	TAS2R38
0.112106432159829	0.248	0.141	MGAM2
0.000242569881251795	0.011	0.009	PRSS58
-0.000550119128231127	0.006	0.005	MTRNR2L6
0.00470047351284208	0.069	0.053	PRSS1
-0.00314435604821485	0.068	0.057	PRSS2
0.140233208691758	0.352	0.221	EPHB6
-0.0304107955513419	0.091	0.091	TRPV6
-0.0865511007639616	0.079	0.118	TRPV5
-0.0078747372247711	0.015	0.018	C7orf34
-0.0213907326085838	0.068	0.069	KEL
0.000512563801352311	0.007	0.005	OR9A2
-0.00154867533074009	0.012	0.011	OR6V1
0.00192489495649463	0.032	0.024	PIP
-0.00028017929767683	0.007	0.005	TAS2R39
-0.0206193045769557	0.01	0.023	TAS2R40
0.0349718216293456	0.26	0.194	GSTK1
0.168858497471182	0.301	0.151	TMEM139
0.00214167995484837	0.341	0.289	CASP2
-0.0725354236918226	0.139	0.156	CLCN1
-0.0528094819473105	0.07	0.092	FAM131B
-0.0144892857092587	0.429	0.372	ZYX
-0.0974361144819028	0.173	0.197	EPHA1
0.000401745639496359	0.009	0.007	TAS2R60
-0.00274056091326715	0.009	0.01	TAS2R41
-0.000117215826188854	0	0	CTAGE15
0.00665731010308662	0.027	0.019	TCAF2
0.0404777252673469	0.146	0.092	RP11-298A10.1
0.000243674293899565	0.001	0.001	CTAGE6
0.112146662977274	0.366	0.247	TCAF1
-0.000646629308029088	0.008	0.006	OR2F2
-0.000698257213341438	0.007	0.006	OR6B1
-0.0003133911418395	0.009	0.008	OR2A5
0.000290115376689156	0.005	0.004	OR2A25
-0.000271101942122753	0.004	0.004	OR2A12
0.000675725646644814	0.006	0.005	OR2A2
0.00316360676117813	0.054	0.042	OR2A14
1.19717794017978e-05	0	0	CTAGE4
0.00331375297621869	0.012	0.007	ARHGEF35
-9.75152228472417e-05	0	0	OR2A42
0.000187202466242844	0.001	0.001	OR2A7
-7.38242966589342e-06	0	0	CTAGE8
3.14090945629238e-05	0	0	OR2A1
0.0140547468966001	0.047	0.027	ARHGEF5
-0.00153650546881039	0.055	0.045	NOBOX
0.0869291191545816	0.545	0.433	TPK1
-0.0192738098163711	0.059	0.061	C7orf33
-0.045161103812014	0.368	0.336	CUL1
-0.0244517759048451	0.33	0.288	EZH2
0.0818918391907857	0.457	0.356	PDIA4
-0.000763054995209844	0.292	0.246	ZNF786
0.0743687764625928	0.328	0.238	ZNF425
0.0370610040445956	0.447	0.364	ZNF398
0.0544799964897624	0.295	0.215	ZNF282
0.0039471421501466	0.158	0.127	ZNF212
-0.0656276697647968	0.348	0.328	ZNF783
-0.0508722295193661	0.138	0.145	ZNF777
0.0188571554768208	0.273	0.218	ZNF746
0.640410002126039	0.642	0.291	KRBA1
0.121721722163425	0.385	0.269	ZNF467
-0.033654863183615	0.349	0.307	SSPO
0.0465366992778477	0.375	0.29	ZNF862
-0.0257451519784225	0.22	0.199	ATP6V0E2
0.23558390752781	0.401	0.219	ACTR3C
0.198213744228835	0.338	0.177	LRRC61
0.0104510589320515	0.039	0.024	ZBED6CL
0.249464548656924	0.287	0.088	RARRES2
0.0949367693743787	0.273	0.173	REPIN1
0.195817526154526	0.637	0.487	ZNF775
-0.207708667187634	0.129	0.22	GIMAP8
-0.0787685421451744	0.024	0.073	GIMAP7
-0.0884238819644927	0.028	0.083	GIMAP4
-0.0776307813586854	0.035	0.077	GIMAP6
-0.0510229336775303	0.05	0.075	GIMAP2
-0.0823069356400626	0.033	0.082	GIMAP1
-0.186566940677763	0.088	0.178	GIMAP1-GIMAP5
-0.163716950951056	0.096	0.17	GIMAP5
0.222401038822217	0.323	0.142	TMEM176B
0.212217023164967	0.301	0.125	TMEM176A
0.251495015481261	0.376	0.176	AOC1
0.073277458153885	0.311	0.224	KCNH2
-0.132881225357266	0.173	0.209	NOS3
-0.0271608584846418	0.161	0.148	ATG9B
0.0845725657763857	0.446	0.341	ABCB8
-0.00222252648749235	0.084	0.069	ASIC3
0.107775979740423	0.463	0.352	CDK5
0.238243589240634	0.599	0.432	SLC4A2
0.074043720901999	0.289	0.202	FASTK
0.0623806005123382	0.245	0.169	TMUB1
-0.0206280848118465	0.504	0.447	AGAP3
-0.0354953992376766	0.13	0.13	GBX1
-0.0047088795050307	0.058	0.049	ASB10
-0.00987251614272849	0.088	0.076	IQCA1L
0.0345017118616818	0.315	0.249	ABCF2
-0.0197777990806563	0.167	0.151	CHPF2
-0.11192648803076	0.324	0.331	SMARCD3
0.0864221786710733	0.449	0.34	NUB1
-0.0996299317450592	0.209	0.219	WDR86
-0.0211308281322306	0.104	0.099	CRYGN
0.0210528666908899	0.477	0.4	RHEB
0.277607421884149	0.903	0.796	PRKAG2
-0.0147778697459671	0.137	0.12	GALNTL5
0.148435765418921	0.486	0.344	GALNT11
0.0488262898808272	0.605	0.512	KMT2C
0.0159073829638001	0.218	0.168	XRCC2
0.0254155733296625	0.264	0.204	ACTR3B
0.0403677259988068	0.328	0.25	PAXIP1
0.021626611118877	0.078	0.05	HTR5A
-0.00444790923709459	0.418	0.36	INSIG1
-0.0136282911353802	0.059	0.055	BLACE
0.0268694533238901	0.103	0.067	EN2
0.147694081987001	0.341	0.198	CNPY1
0.251089433917709	0.577	0.395	RBM33
0.355565134004114	0.424	0.159	SHH
0.0721873136287479	0.286	0.19	RNF32
0.0321227468034704	0.496	0.41	LMBR1
0.00781325688596235	0.199	0.162	NOM1
0.0879659911279982	0.183	0.092	MNX1
-0.0191335419870773	0.412	0.36	UBE3C
-0.0231470659450366	0.493	0.438	DNAJB6
0.0535551975543744	0.429	0.344	NCAPG2
0.127044449995416	0.6	0.48	ESYT2
0.441259091540328	0.648	0.389	WDR60
0.159471027870139	0.413	0.262	VIPR2
0.340512164683416	0.641	0.422	IQSEC3
0.137838176219426	0.369	0.237	SLC6A12
0.55337737424125	0.556	0.206	SLC6A13
0.057855063443004	0.355	0.276	KDM5A
0.00848835957443184	0.342	0.285	CCDC77
-0.21275872981424	0.355	0.397	B4GALNT3
-0.190548175121426	0.517	0.514	NINJ2
-0.108731240114454	0.52	0.496	WNK1
0.0237538709378524	0.519	0.442	RAD52
-0.0392426499561359	0.584	0.524	WNT5B
-0.025728757611837	0.328	0.292	FBXL14
0.00840825360688596	0.347	0.289	ADIPOR2
-0.222352745739342	0.475	0.493	CACNA2D4
-0.0195188395641829	0.11	0.101	LRTM2
-0.0116558889735155	0.251	0.213	DCP1B
0.0459282898313669	0.332	0.252	FKBP4
0.0276044439814412	0.414	0.334	ITFG2
-0.0160218442412557	0.056	0.057	NRIP2
0.028612514553552	0.112	0.07	RP4-816N1.8
-0.00918167913385615	0.197	0.168	FOXM1
0.0713998297808931	0.27	0.184	RHNO1
0.155576752718588	0.501	0.361	TULP3
0.133925908963156	0.45	0.289	TEAD4
0.562943046413138	0.862	0.574	TSPAN9
0.0333226887534114	0.355	0.269	PRMT8
-0.0925540886264619	0.349	0.333	CRACR2A
-0.0351626925534071	0.299	0.267	PARP11
-0.274426903627302	0.23	0.327	CCND2
-0.0323055627901774	0.322	0.288	TIGAR
-0.00291376415052724	0.027	0.024	FGF23
-0.0376988377914919	0.054	0.067	FGF6
-0.0069923369971642	0.18	0.154	C12orf4
-0.0133609893468183	0.162	0.143	RAD51AP1
-0.0886582596210997	0.195	0.209	DYRK4
-0.00649862860414013	0.2	0.169	RP11-500M8.7
-0.00872539995639648	0.118	0.104	AKAP3
-0.0113684677350346	0.14	0.121	NDUFA9
-0.0171771589047118	0.115	0.102	RP11-234B24.6
-0.0434017479773302	0.217	0.194	GALNT8
-0.0199266245724436	0.022	0.03	KCNA6
-0.0100653829523075	0.05	0.047	KCNA1
-0.00840345662495261	0.02	0.023	KCNA5
0.0223784518494456	0.248	0.184	NTF3
-0.00270802279081073	0.48	0.4	ANO2
-0.138865516852167	0.474	0.445	VWF
0.100346707739775	0.489	0.36	CD9
0.297770162583042	0.472	0.257	PLEKHG6
0.239021962882096	0.576	0.395	TNFRSF1A
0.273260067657567	0.601	0.407	SCNN1A
0.23148278123304	0.487	0.301	LTBR
-0.000160025057008767	0.184	0.149	CD27
-0.0485471857952138	0.308	0.282	TAPBPL
0.0107044391819214	0.352	0.293	VAMP1
0.034682317714015	0.278	0.214	MRPL51
0.0347163929086218	0.355	0.281	NCAPD2
0.208296550923842	0.488	0.318	GAPDH
0.0428538666137276	0.382	0.298	IFFO1
-0.00263499514515825	0.2	0.167	NOP2
0.00055022062494392	0.353	0.299	CHD4
-0.180752604368866	0.14	0.215	LPAR5
-0.108532244020626	0.134	0.169	ACRBP
0.000767038488091898	0.246	0.205	ING4
0.0504786623527165	0.412	0.329	ZNF384
-0.020148202141146	0.064	0.067	PIANP
0.0353167273349743	0.26	0.196	COPS7A
0.244074738610622	0.639	0.469	MLF2
0.235701900509444	0.479	0.294	PTMS
-0.0866756029915716	0.098	0.132	LAG3
-0.162166972969222	0.117	0.187	CD4
-0.100724332696901	0.148	0.185	GPR162
-0.0387446263094426	0.136	0.137	P3H3
-0.0123093048051252	0.065	0.061	GNB3
0.101697584968418	0.535	0.42	CDCA3
0.109178128910741	0.559	0.442	USP5
0.0679346349902749	0.289	0.207	TPI1
0.121700471554542	0.535	0.412	SPSB2
0.135653912683309	0.63	0.504	LRRC23
0.097000524948998	0.245	0.148	ENO2
0.144634989892724	0.532	0.398	ATN1
0.0610341831563075	0.285	0.209	C12orf57
-0.073071859593336	0.462	0.415	PTPN6
0.00665819211189456	0.253	0.205	PHB2
0.00783032422089452	0.252	0.204	EMG1
0.0429676137383871	0.313	0.238	RP3-461F17.3
0.161001541881039	0.475	0.331	LPCAT3
0.249341658179246	0.57	0.388	C1S
0.0747407057498022	0.166	0.089	C1R
0.155888025652077	0.356	0.212	C1RL
0.306747395033373	0.438	0.196	RBP5
0.260584103270109	0.502	0.288	CLSTN3
0.0632911710136871	0.311	0.221	PEX5
-0.00492347378100638	0.037	0.033	ACSM4
-0.106047586339138	0.16	0.179	CD163L1
-0.138082881779755	0.055	0.12	CD163
0.0154519581145519	0.068	0.044	APOBEC1
-0.00981303879270052	0.023	0.026	GDF3
-0.000153531698157475	0.018	0.015	DPPA3
-0.0151253313287988	0.046	0.048	CLEC4C
0.00570718110271508	0.031	0.02	NANOGNB
-0.0016375926458191	0.024	0.02	NANOG
-0.00319456735684831	0.217	0.178	SLC2A14
-0.030908068281746	0.213	0.19	SLC2A3
0.0198301339268624	0.333	0.264	FOXJ2
-0.0852679336000347	0.027	0.079	C3AR1
-0.0400820959509134	0.186	0.176	NECAP1
-0.0249509362917859	0.033	0.045	CLEC4A
-0.0202649051901176	0.142	0.128	ZNF705A
0.00851908793218564	0.076	0.057	FAM90A1
-0.0427859746717963	0.033	0.057	CLEC6A
-0.0371350582596402	0.028	0.048	CLEC4D
-0.0391931478182242	0.027	0.051	CLEC4E
0.000452941676515897	0.067	0.055	AICDA
-0.0150569748491289	0.097	0.088	MFAP5
0.12058658375002	0.44	0.312	RIMKLB
-0.000634786252674491	0.151	0.124	A2ML1
0.0454956037943737	0.202	0.139	PHC1
0.0120692209292091	0.29	0.238	M6PR
-0.0856844546562437	0.323	0.309	KLRG1
-0.0911932246374358	0.075	0.121	A2M
-0.0264514903047056	0.078	0.082	PZP
-0.0136260863171047	0.024	0.03	KLRB1
-0.0896713220252638	0.133	0.149	CLEC2D
-0.0762238094448661	0.033	0.079	CLECL1
-0.124616585471442	0.033	0.106	CD69
-0.0117670813530946	0.024	0.028	KLRF1
-0.0638253708931989	0.062	0.095	CLEC2B
-0.00790654922889371	0.021	0.024	KLRF2
-0.0407871791518943	0.067	0.081	CLEC2A
-0.0889555024478802	0.064	0.11	CLEC12A
-0.0215911822837106	0.042	0.051	CLEC1B
-0.0112117889793373	0.021	0.026	CLEC12B
-0.0523419835293545	0.051	0.079	CLEC9A
-0.123700482193474	0.074	0.138	CLEC1A
-0.115239511511651	0.036	0.103	CLEC7A
-0.0946376507614298	0.052	0.099	OLR1
-0.149752845860424	0.087	0.157	TMEM52B
0.19166078104781	0.456	0.293	GABARAPL1
-0.142045643209388	0.156	0.181	KLRD1
-0.0591812851349937	0.041	0.072	KLRK1
-0.132221552739798	0.069	0.126	KLRC4-KLRK1
-0.0205706602779637	0.008	0.02	KLRC4
-0.00465066749387624	0.008	0.01	KLRC3
-0.00896649749073833	0.017	0.02	RP11-277P12.6
-0.00437267126249573	0.009	0.011	KLRC2
-0.00704885066736846	0.017	0.018	KLRC1
-0.00282284723247441	0.015	0.015	EIF2S3L
0.00607937049263343	0.126	0.1	MAGOHB
0.00630824329955776	0.137	0.107	STYK1
0.335412710984995	0.465	0.223	YBX3
0.000213291672093894	0.004	0.003	TAS2R7
-0.000201448795743638	0.003	0.003	TAS2R8
1.03909753979984e-05	0.004	0.003	TAS2R9
0.00557235228891928	0.417	0.349	PRH1
0.000166404234154597	0.002	0.002	TAS2R10
0.00422156986972622	0.411	0.344	PRR4
0.00423777919731583	0.411	0.344	PRH1-PRR4
-6.10985351403646e-05	0.004	0.003	TAS2R13
0.000512672641789863	0.01	0.008	PRH2
-0.00593658649264406	0.353	0.296	TAS2R14
-0.000343649970262556	0.005	0.005	TAS2R50
-0.000433014206814958	0.005	0.004	TAS2R20
-0.00081611721355365	0.006	0.005	TAS2R19
-0.000860994246929487	0.005	0.005	TAS2R31
-0.000466683303389483	0.005	0.004	TAS2R46
0.000159485463187051	0.004	0.003	TAS2R43
-0.000409746334100252	0.006	0.005	TAS2R30
0.0138508045702591	0.153	0.118	SMIM10L1
0.000258478382069519	0.003	0.003	TAS2R42
-0.00078118302870003	0.011	0.009	PRB3
1.25713299650165e-05	0.01	0.008	PRB4
-0.00316281124238105	0.049	0.041	PRB1
0.0420876816991284	0.236	0.165	PRB2
-0.321961560737425	0.656	0.655	ETV6
-0.0409852660791654	0.25	0.229	BCL2L14
0.0690871336255362	0.366	0.26	LRP6
-0.038732049482107	0.124	0.128	MANSC1
-0.181004797043694	0.445	0.438	BORCS5
-0.0606839965810568	0.475	0.423	DUSP16
0.0562078651356832	0.314	0.234	CREBL2
-0.00192616428235057	0.2	0.166	GPR19
-0.00218446343683232	0.33	0.281	CDKN1B
-0.0333175121264915	0.624	0.553	APOLD1
-0.016403656514768	0.169	0.15	DDX47
0.0275264322005617	0.217	0.167	GPRC5A
-0.00501882705100525	0.028	0.026	GPRC5D
-0.0406812995699226	0.362	0.325	HEBP1
0.140546664506818	0.522	0.384	FAM234B
-0.0314521753681352	0.265	0.24	GSG1
0.093640877626859	0.299	0.187	EMP1
-0.00553142496071957	0.506	0.427	ATF7IP
-0.0315000539999054	0.243	0.215	PLBD1
-0.0602954294269101	0.191	0.193	GUCY2C
0.038275068035299	0.274	0.205	HIST4H4
0.0172550588026555	0.226	0.177	H2AFJ
0.0199125330832647	0.248	0.196	WBP11
0.0659252909497999	0.422	0.323	C12orf60
0.0143073508174365	0.047	0.029	SMCO3
0.0901952985805335	0.145	0.063	ART4
-0.0225802518751095	0.031	0.043	MGP
-0.0103560680501502	0.092	0.084	ERP27
-0.231051652717909	0.133	0.243	ARHGDIB
-0.0428179897623131	0.023	0.049	PDE6H
0.560027009137869	0.683	0.356	RERG
0.0888899940688179	0.48	0.359	PTPRO
0.236256038447805	0.706	0.532	EPS8
0.0371095491678079	0.274	0.207	STRAP
0.386444747534183	0.56	0.308	DERA
0.0396388766653353	0.153	0.099	SLC15A5
0.17729437523109	0.443	0.277	MGST1
-0.0115228507297156	0.092	0.081	LMO3
-0.0392742722732818	0.224	0.206	RERGL
-0.00905982988366916	0.352	0.286	PIK3C2G
0.0910133791414491	0.171	0.079	PLCZ1
-0.000778688050147501	0.005	0.004	CAPZA3
0.403998276187262	0.661	0.422	PLEKHA5
-0.0436811208517024	0.542	0.49	AEBP2
-0.147113938859933	0.337	0.344	PDE3A
-0.0140112907111136	0.064	0.061	SLCO1C1
-0.0159756036776583	0.103	0.093	SLCO1B3
-0.0382923631899927	0.21	0.19	RP11-545J16.1
-0.0138459697213211	0.073	0.067	SLCO1B7
-0.0158255255615473	0.113	0.1	RP11-125O5.2
-0.00660519168717373	0.098	0.083	SLCO1B1
0.0157950316873713	0.164	0.124	SLCO1A2
-0.000398309171495696	0.029	0.024	IAPP
0.0150372159525078	0.183	0.142	PYROXD1
-0.0132014848273786	0.246	0.212	RECQL
-0.00775807986171972	0.229	0.195	GOLT1B
0.0893692570392106	0.175	0.083	SPX
0.0427718078676232	0.15	0.094	GYS2
0.0965927685854339	0.432	0.311	LDHB
0.0268485044493149	0.077	0.051	KCNJ8
0.0329370593701274	0.206	0.144	ABCC9
0.065808023258404	0.221	0.142	CMAS
-0.250092346519755	0.371	0.421	ST8SIA1
-0.033939173857464	0.36	0.318	C2CD5
-0.0340939590719274	0.274	0.248	ETNK1
-0.0174615107902436	0.318	0.269	SOX5
-0.24263601334693	0.288	0.348	BCAT1
-0.103667593617595	0.254	0.266	LRMP
0.14939468876855	0.394	0.252	CASC1
0.0753730314080572	0.253	0.165	LYRM5
0.0772824139809207	0.401	0.304	KRAS
0.108144473877741	0.37	0.248	LMNTD1
0.213316645600283	0.494	0.309	RASSF8
0.31236721831242	0.436	0.201	BHLHE41
0.707231292297482	0.819	0.502	SSPN
-0.0535807297783286	0.709	0.638	ITPR2
0.0472125163086876	0.364	0.285	ASUN
0.0461777937753617	0.383	0.302	FGFR1OP2
0.188920724224025	0.447	0.286	TM7SF3
0.0165551043159591	0.224	0.176	MED21
0.00287159808972381	0.017	0.012	C12orf71
-0.150568100461585	0.265	0.306	STK38L
0.0219133051541604	0.237	0.183	ARNTL2
0.00601209458949233	0.079	0.061	SMCO2
0.364404039495315	0.643	0.401	PPFIBP1
0.00206981679182864	0.01	0.007	REP15
0.0343605946470036	0.266	0.201	MRPS35
-0.00255433065814059	0.026	0.023	MANSC4
-0.0141889698805774	0.177	0.157	KLHL42
0.0805734363948469	0.126	0.064	PTHLH
0.0846655319141714	0.536	0.428	CCDC91
-0.152888480183458	0.338	0.355	FAR2
-0.002168500236125	0.203	0.168	ERGIC2
-0.0251081212784169	0.111	0.105	OVCH1
-0.115645537649196	0.353	0.333	TMTC1
-0.00906658734142379	0.236	0.199	IPO8
0.0696196341960202	0.374	0.281	CAPRIN2
0.146049938675933	0.348	0.221	TSPAN11
0.14461638377365	0.329	0.19	DDX11
0.00646611892967776	0.111	0.085	OVOS2
0.0572475019255945	0.426	0.334	FAM60A
0.119133989180357	0.49	0.352	DENND5B
0.108753663993378	0.379	0.263	ETFBKMT
-0.0566729301343614	0.409	0.372	AMN1
-0.0105708726722281	0.007	0.013	H3F3C
-0.0768088050343702	0.26	0.256	KIAA1551
0.552968341710973	0.744	0.457	BICD1
0.224522390497994	0.744	0.567	FGD4
0.0268799627879694	0.352	0.284	DNM1L
0.0140791472233336	0.249	0.197	YARS2
0.198067170392105	0.404	0.229	PKP2
-0.0124074742379104	0.095	0.083	SYT10
0.0148995000614683	0.19	0.146	ALG10
0.0201720142582843	0.182	0.136	ALG10B
0.305178016921091	0.602	0.379	CPNE8
0.259694133502813	0.535	0.318	KIF21A
-0.0721307272735149	0.118	0.139	ABCD2
-0.0115622239923621	0.279	0.237	C12orf40
0.13708374003423	0.56	0.415	SLC2A13
0.226264162147206	0.518	0.329	LRRK2
-0.0465911225020537	0.28	0.253	CNTN1
-0.0451152265423751	0.346	0.304	PDZRN4
0.0953064180408082	0.399	0.287	GXYLT1
0.0807540559310304	0.367	0.268	YAF2
-0.0253166993343692	0.468	0.409	PPHLN1
0.0187598840404257	0.138	0.101	ZCRB1
0.000471083280964735	0.354	0.286	PRICKLE1
0.020654632625699	0.198	0.143	ADAMTS20
0.00325093657706155	0.259	0.211	PUS7L
-0.00166226968033523	0.258	0.213	IRAK4
0.00100873768345397	0.163	0.136	TWF1
-0.0910214813140389	0.323	0.307	NELL2
-0.00899534296599688	0.051	0.047	DBX2
0.207490581686623	0.611	0.449	ANO6
0.0329969525910213	0.546	0.458	ARID2
0.0472246783297831	0.512	0.422	SCAF11
0.195307530741284	0.532	0.336	SLC38A1
0.0293697309321648	0.368	0.298	SLC38A2
0.0681711593444402	0.17	0.097	SLC38A4
-0.0680638823947981	0.08	0.117	AMIGO2
-0.332270274404005	0.294	0.407	PCED1B
-0.0231844307766249	0.216	0.193	RPAP3
-0.0883840849157588	0.094	0.132	ENDOU
0.107076677873872	0.533	0.399	RAPGEF3
0.0969665925239678	0.54	0.414	SLC48A1
0.0120774441012601	0.634	0.539	HDAC7
-0.0447873197833029	0.539	0.468	VDR
0.0438594290366815	0.18	0.121	TMEM106C
-0.0361643236754586	0.163	0.153	COL2A1
0.0116423194584405	0.233	0.185	SENP1
0.064610118053852	0.308	0.22	PFKM
-0.00773825053276145	0.248	0.208	ASB8
-0.0692246812318457	0.035	0.077	CCDC184
-0.00312037072545129	0.011	0.011	OR10AD1
-0.003739274377914	0.01	0.01	H1FNT
0.0547277875432358	0.264	0.191	ZNF641
-0.000423718007988331	0.003	0.003	ANP32D
5.32884002912154e-06	0.03	0.024	C12orf54
8.66799157185211e-05	0.033	0.026	OR8S1
0.000643719267605949	0.01	0.007	LALBA
0.0149035164839521	0.315	0.26	KANSL2
0.0185401039729275	0.329	0.266	CCNT1
-0.00902008323054841	0.109	0.094	LINC00935
0.0312882906550458	0.232	0.168	ADCY6
0.0380211103984668	0.327	0.251	CACNB3
0.0375567166704678	0.297	0.227	DDX23
0.0139092292950547	0.18	0.138	RND1
0.0633003978835968	0.478	0.375	RP11-302B13.5
-0.0395948461026057	0.194	0.182	CCDC65
-0.0147810013510474	0.129	0.112	FKBP11
-0.0477637144071633	0.185	0.176	AC073610.5
0.119052738818669	0.38	0.257	ARF3
-0.0280212252845231	0.076	0.081	WNT10B
-0.0570717562870477	0.07	0.092	WNT1
-0.0135865548255839	0.132	0.118	DDN
-0.0364909092074354	0.265	0.245	PRKAG1
-0.0771408890532519	0.417	0.392	KMT2D
-0.00287531097509219	0.219	0.186	RHEBL1
-0.0348280743413246	0.07	0.081	DHH
-0.0208068342525818	0.316	0.278	LMBR1L
0.0583851584406388	0.383	0.295	TUBA1B
-0.00913729944142666	0.207	0.181	TUBA1A
0.0730947253394927	0.656	0.552	TUBA1C
0.0498065852136605	0.131	0.078	PRPH
0.0437851364367955	0.275	0.204	TROAP
0.0490745501293854	0.144	0.089	C1QL4
0.330138486893655	0.395	0.147	DNAJC22
0.0566577813010988	0.452	0.36	SPATS2
-0.0171319501413939	0.213	0.185	KCNH3
